2025-01-10 17:10:38,628 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-01-10 17:10:38,711 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-01-10 17:10:38,717 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2025-01-10 17:10:38,718 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2025-01-10 17:10:38,723 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-01-10 17:10:38,724 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-01-10 17:10:38,727 INFO  SwAddin.cs: 201 - Setting up command manager
2025-01-10 17:10:38,729 INFO  SwAddin.cs: 204 - Adding command manager
2025-01-10 17:10:38,736 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-01-10 17:10:38,738 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-01-10 17:10:38,739 INFO  SwAddin.cs: 210 - Adding event handlers
2025-01-10 17:10:38,748 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-01-10 17:15:35,593 INFO  SwAddin.cs: 294 - Assembly export called for file NOP
2025-01-10 17:15:35,598 INFO  SwAddin.cs: 299 - Save is required
2025-01-10 17:15:35,599 INFO  SwAddin.cs: 313 - Saving assembly
2025-01-10 17:15:36,410 INFO  SwAddin.cs: 316 - Opening property manager
2025-01-10 17:15:36,467 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from NOP
2025-01-10 17:15:36,484 INFO  ExportHelperExtension.cs: 1136 - Found 40 in NOP
2025-01-10 17:15:36,486 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in NOP
2025-01-10 17:15:36,487 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-01-10 17:15:36,491 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2025-01-10 17:15:36,498 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link 1-1
2025-01-10 17:15:36,500 INFO  ExportHelperExtension.cs: 1136 - Found 67 in link 1-1
2025-01-10 17:15:36,502 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in link 1-1
2025-01-10 17:15:36,502 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link 2-1
2025-01-10 17:15:36,504 INFO  ExportHelperExtension.cs: 1136 - Found 47 in link 2-1
2025-01-10 17:15:36,508 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in link 2-1
2025-01-10 17:15:36,509 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from de robot-1
2025-01-10 17:15:36,558 INFO  ExportHelperExtension.cs: 1136 - Found 67 in de robot-1
2025-01-10 17:15:36,559 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in de robot-1
